0.1000000000E-00001,324.0435975
0.1100000000E-00001,324.0690051
0.1200000000E-00001,324.0995454
0.1300000000E-00001,324.1338289
0.1400000000E-00001,324.1703345
0.1500000000E-00001,324.2076104
0.1600000000E-00001,324.2443936
0.1700000000E-00001,324.2796691
0.1800000000E-00001,324.3126853
0.1900000000E-00001,324.3429456
0.2000000000E-00001,324.3701872
0.2100000000E-00001,324.3943543
0.2200000000E-00001,324.4155727
0.2300000000E-00001,324.4341244
0.2400000000E-00001,324.4504247
0.2500000000E-00001,324.4650008
0.2600000000E-00001,324.4784709
0.2700000000E-00001,324.4915243
0.2800000000E-00001,324.5049018
0.2900000000E-00001,324.5193757
0.3000000000E-00001,324.5357311
0.3100000000E-00001,324.5547472
0.3200000000E-00001,324.5771800
0.3300000000E-00001,324.6037460
0.3400000000E-00001,324.6351074
0.3500000000E-00001,324.6718594
0.3600000000E-00001,324.7145187
0.3700000000E-00001,324.7635148
0.3800000000E-00001,324.8191823
0.3900000000E-00001,324.8817557
0.4000000000E-00001,324.9513662
0.4100000000E-00001,325.0280403
0.4200000000E-00001,325.1116994
0.4300000000E-00001,325.2021626
0.4400000000E-00001,325.2991499
0.4500000000E-00001,325.4022875
0.4600000000E-00001,325.5111142
0.4700000000E-00001,325.6250896
0.4800000000E-00001,325.7436030
0.4900000000E-00001,325.8659831
0.5000000000E-00001,325.9915091
0.5100000000E-00001,326.1194216
0.5200000000E-00001,326.2489346
0.5300000000E-00001,326.3792473
0.5400000000E-00001,326.5095553
0.5500000000E-00001,326.6390624
0.5600000000E-00001,326.7669910
0.5700000000E-00001,326.8925924
0.5800000000E-00001,327.0151557
0.5900000000E-00001,327.1340160
0.6000000000E-00001,327.2485610
0.6100000000E-00001,327.3582369
0.6200000000E-00001,327.4625524
0.6300000000E-00001,327.5610821
0.6400000000E-00001,327.6534677
0.6500000000E-00001,327.7394189
0.6600000000E-00001,327.8187128
0.6700000000E-00001,327.8911918
0.6800000000E-00001,327.9567617
0.6900000000E-00001,328.0153876
0.7000000000E-00001,328.0670909
0.7100000000E-00001,328.1119437
0.7200000000E-00001,328.1500651
0.7300000000E-00001,328.1816153
0.7400000000E-00001,328.2067911
0.7500000000E-00001,328.2258202
0.7600000000E-00001,328.2389566
0.7700000000E-00001,328.2464756
0.7800000000E-00001,328.2486691
0.7900000000E-00001,328.2458411
0.8000000000E-00001,328.2383043
0.8100000000E-00001,328.2263757
0.8200000000E-00001,328.2103739
0.8300000000E-00001,328.1906160
0.8400000000E-00001,328.1674149
0.8500000000E-00001,328.1410774
0.8600000000E-00001,328.1119023
0.8700000000E-00001,328.0801789
0.8800000000E-00001,328.0461855
0.8900000000E-00001,328.0101892
0.9000000000E-00001,327.9724442
0.9100000000E-00001,327.9331924
0.9200000000E-00001,327.8926624
0.9300000000E-00001,327.8510696
0.9400000000E-00001,327.8086165
