     -149.538268274106997    21072.576336552574503         1       214       213     1173.0897534549     2855.0389034384     3504.1005254745
     -149.458471488166992    21061.582700995830237         1       285       286     1073.4560078636     4326.6018423701     4523.3477758661
     -153.398814754883006    21055.158760516686016         1       287       288     1094.8635697511     4168.4951697441     4356.0985975418
     -151.917559396904011    21049.406522648321697         1       287         2      902.8191909255     5433.3124856169     5990.7692780486
     -148.951503905652004    21065.108038201684394         1       215       213     1121.7096028233     3204.5832281959     3663.1529039766
     -149.159865578003007    21065.933086738285056         1       289       215     1119.2895226314     3115.0740520582     3574.1913677035
     -149.190999981130005    21066.475315251205757         1       290       289     1114.7689840042     3095.7130504170     3537.7393646983
     -154.488861067864008    21063.599470619850763         1       286       290     1168.2777558747     3964.8691964701     4345.4953009636
     -152.255668591297990    21053.396340655406675         1       288       285     1047.7637503770     4572.4527613755     4705.1744253087
     -152.229052439333003    21054.863710709105362         1       291       213     1043.3004636491     4972.8422117226     5438.2640376800
     -149.085905750139005    21054.274381145856751         1       292       293     1180.9966555055     4325.8354299752     4915.0939358087
     -151.877824539741994    21045.746533774723503         1         8       294     1151.8042369685     4902.9003986744     5615.4654027692
     -152.938313521179992    21051.559759050898720         1       294       292     1182.5855283971     4376.2961616509     5116.8562302045
     -152.697319489389002    21054.721163881695247         1       295       296     1011.3981013152     4789.2647495210     5311.6910727486
     -153.116549419998989    21050.302556738803105         1       295       297     1127.0607177081     4488.8602152998     4919.7379503774
     -144.864366563016006    21044.352864763855905         1       295       293     1023.1606941104     4426.7593580878     4893.0518714446
     -152.573435562822993    21051.252633324103954         1       296       291     1022.6612600193     4995.2842736131     5530.4868177985
     -149.114444216143994    21052.343018165098329         1       298       299     1182.0353120666     4315.7819157216     4934.9392765732
     -151.946464859765996    21044.926859875009541         1         7       300     1149.1114030120     4921.8688859014     5641.4490267841
     -144.758639954404998    21044.451123343154904         1       301       298     1161.0006580673     4439.0975392823     5165.8449346111
     -155.233925694090999    21060.699680434998299         1       302       303     1226.0111956967     4152.6243597155     4469.3634930618
     -152.999933150321993    21049.421249799132056         1       301       300     1180.7264849383     4392.1323019596     5138.7302993125
     -144.962420625063004    21049.523799668670108         1       295       299     1007.5823804750     4256.1273492563     4710.7577295904
     -150.575622733596987    21053.608704369416955         1       304       305     1237.6524152644     4758.8186914366     5107.6800813620
     -150.926452892622990    21041.856167655460013         1        12       306     1059.5868905359     6628.9543009942     7024.5598601238
     -154.243999779644014    21075.609983778893366         1       217       213     1178.3348028002     2748.6594303680     3277.6842388251
     -149.313920004865992    21057.171536446683604         1       306       307     1274.1172217826     4272.3320047187     4833.3039860981
     -150.981878107440991    21054.382042322038615         1       308       309     1127.9939287121     5158.0660792033     5526.6245080576
     -151.333048290937995    21049.938559620750311         1       308       310     1014.8273623770     5744.5724658601     6081.9982154783
     -152.114115601544995    21053.045699714497459         1       307       311     1088.5789316818     5222.5881877969     5424.5274505937
     -152.484662188547986    21059.511566490709811         1       307       312     1086.8941419854     5071.6982033392     5338.4919847056
     -144.781530815042998    21052.649451043169393         1       313       314     1150.4114782331     3711.6481718038     3970.4918180995
     -151.992052624579998    21055.371673771478527         1       313       312     1141.7842726808     3824.0918896660     4100.8720382062
     -148.110227708124995    21067.886902928821655         1       314       217     1173.6729349852     3044.5089181031     3467.9232371127
     -149.310582737348994    21054.800013851308904         1       315       316     1294.3588466633     4212.8111012937     4776.0645114928
     -150.801478706565007    21041.460145214437944         1        15       317     1071.7779073158     6573.7245803611     6981.5118329362
     -149.306854259435994    21058.795861166527175         1       318       319     1274.0001929463     4250.8089787205     4812.1182356186
     -144.697763864968010    21047.480416470622004         1       320       317     1348.5962425992     4265.1471382179     4877.0706531474
     -144.797245859229008    21047.090626866989624         1       306       320     1352.6925215327     4256.7834607902     4872.5366197778
     -144.808661117375010    21047.368339382130216         1       318       306     1356.8819868096     4246.3475268185     4850.2061397618
     -150.603039825920007    21048.521682127098757         1       321       217     1310.8978340676     4115.8908829478     4561.8736964440
     -149.318849845297990    21056.871310124770389         1       322       323     1286.1144841827     4212.4047172866     4762.3875388504
     -152.476881822080003    21059.520447168266401         1       324       319     1086.4839266830     5050.7494676140     5310.7551308722
     -150.510746218289000    21043.397677048204059         1       325       217     1436.4638933329     4169.5529827947     4539.5087773529
     -145.805086547202990    21051.580417433826369         1       324       217     1204.4287914562     4297.9486039307     4610.0239410298
     -148.920414190877011    21047.520091023583518         1       326       327     1332.2444712734     4512.6787058240     4771.8599174884
     -149.045348042129007    21052.555439694042434         1       328       329     1343.6311811069     3894.8528968097     4421.7761729735
     -148.112769003830010    21042.744139885646291         1       330         3     1091.3976879652     5043.9729492439     5737.5325128549
     -151.713571948509014    21054.844836363739887         1       329       331     1397.2732964026     3985.1286650473     4839.3717726476
     -151.193697572004993    21055.225266045945318         1       326       332     1439.6942078074     3543.2708587443     4236.8645431615
     -151.752224765277987    21050.804256074403384         1       329       333     1321.4993637360     4540.8555161157     5317.9794284447
     -153.163010771281989    21053.235211805884319         1       327       213     1127.3350972463     4224.5485947397     4618.9043510704
     -151.033237145925995    21047.640122965760384         1       331       330     1213.9416991985     5183.4175184448     5776.3595637849
     -143.009976362048008    21041.769178831753379         1       333       334     1402.3135305527     4456.8855754362     5190.4474487930
     -152.963557975175007    21076.957107027421443         1       335       213     1341.4464780016     2786.4239692733     3374.1842057756
     -154.084617583019991    21068.424991746189335         1       332       335     1405.3358523049     3026.4850526178     3760.5364130555
     -151.691778207412000    21048.127031155403529         1       334       326     1498.0766226179     4457.8055360438     4971.8361516164
