     -153.420179479900014    21110.995829957701062     1      938.8114944758     5627.0952958341     6216.1997241933
     -153.247829511899994    21111.004007414601801     1      951.6132601505     5666.9850167482     6252.6034850971
     -153.115879721499994    21115.293531468199944     1     1140.0154278840     4674.6299852809     5437.8718976612
     -153.098420826899996    21101.215170596500684     1     1014.6637241602     6946.2549583590     7660.2806073911
     -153.081926551999999    21101.281743791299959     1     1013.6370797257     6940.8829109605     7651.7455215175
     -152.958852237400009    21100.775980658399931     1     1024.0260060699     6910.0077987363     7636.7425070626
     -152.860682235199988    21101.788412093199440     1     1183.9083859631     6237.0640160757     6571.6936769932
     -152.746639466900007    21101.316860226601420     1     1193.5689859512     6200.9948398374     6530.1086320799
     -152.380051516200012    21098.969169548599893     1     1024.3469132654     5778.2416945213     6514.8042620018
     -151.982980332900013    21101.596396290398843     1     1116.9498888107     6194.8820903822     7001.3876306190
     -151.955741107100010    21101.157107125200127     1     1048.4896676354     7469.8846031907     8070.7783368597
     -151.934886773399995    21101.205683093699918     1     1047.8900900388     7467.3681034777     8081.8389326952
     -151.876326442400000    21101.890616616899933     1     1196.7382584781     4648.6485906186     5495.4456547647
     -151.831598072899993    21100.645740594900417     1     1057.6742751604     7436.6878058971     8056.3794545227
     -151.805031951399997    21100.685562478800421     1     1062.3620391208     7423.6950611079     8051.7330210710
     -151.752383677799997    21100.784418495699356     1     1533.9074077125     5641.6932142084     6219.6371388840
     -151.730191773900003    21101.693682281198562     1     1193.6772246517     6482.9206398879     7055.5318062195
     -151.718440528499997    21101.694337569399067     1     1194.3907487000     6462.3631649768     7035.2211801226
     -151.678196477799986    21101.040632817301230     1     1134.1095095139     5024.7909002775     5843.6377691082
     -151.608663131599997    21101.859037189198716     1     1200.4260460651     6507.2469496063     7059.4481259241
     -151.579503205399988    21113.320399134900072     1     1295.9822926594     5151.4112027571     5869.1599122736
     -151.436000320000005    21100.035706240600121     1     1533.0944112166     5566.9736947842     6181.2930248383
     -151.368353112199998    21100.294092068801547     1     1135.5517852515     4974.7612745621     5799.6323009986
     -151.248602430000005    21100.291025936799997     1     1021.2769842734     8246.6633943624     8955.6251402700
     -151.233482429699990    21101.417251543698512     1     1058.1813282287     6767.8742802195     7318.6469459146
     -151.182693626499997    21111.500000742598786     1     1106.7436797715     5459.4006301636     6110.7010605880
     -154.038394840199999    21115.311876831401605     1      852.0178390543     5434.2825690040     5938.3706145223
     -153.769526641999988    21113.991419498001051     1      857.6762288561     5522.8178883259     6037.7857612498
     -153.261770880600011    21113.133284752599138     1      880.7221975850     5652.3062307188     6179.2822716916
     -153.132066557200005    21102.624072677201184     1     1039.7873368762     6783.7691410701     7506.6236772464
     -153.121222470600003    21102.631230635899556     1     1039.0693861106     6779.9839788569     7497.7540424851
     -153.003925806000012    21110.290017044400884     1      974.4086564066     5555.9407291567     6158.2268163186
     -152.991622774099994    21102.111748377999902     1     1054.3411914651     6738.5835729451     7471.2773905791
     -152.967626069099992    21100.694958733700332     1     1029.4132262390     6904.0319806411     7633.1705016236
     -152.943413768099987    21110.236815844898956     1      971.3010048458     5565.1808025399     6169.3554595603
     -152.737546539899995    21102.598614905200520     1     1028.5312812710     5733.4819827208     6460.0751283326
     -152.681989434700000    21112.465146236001601     1     1015.4979697025     5282.7213795339     5784.4404627663
     -152.665051051799992    21099.960324258900073     1     1039.7618181061     6823.4767049308     7561.9199080858
     -152.649134348600001    21100.033220502300537     1     1038.0488818086     6819.4904413057     7554.5386829635
     -151.986901136799986    21113.264009624901519     1      896.8149874798     6005.5174127870     6533.1981335098
     -151.885029796800012    21106.789959412501048     1      915.6224473954     5335.6737236040     5794.2115290258
     -151.838938657099987    21100.660671573601576     1     1052.7955149823     7447.0490646166     8071.9382026221
     -151.745852317100002    21102.227925813498587     1     1069.5068319697     7407.6423527933     7975.6205456241
     -151.687125226400013    21106.214580480500445     1      898.4631625437     5885.5813496117     6265.1550855175
     -151.652578489799993    21106.213126917300542     1      896.6382229743     5895.8101773152     6276.1197671183
     -151.459040823599992    21103.756426632400689     1      934.0911152980     5999.1552085750     6312.6135909419
     -151.434818205900001    21103.915323869401618     1      927.2995280668     5998.5395259320     6319.8335515085
     -151.299910609699992    21103.940255041601631     1      990.9630011857     6574.6927310386     6727.3461735387
     -151.226802762599988    21100.546870966500137     1     1014.1276151218     6368.1940102514     6914.5457457869
     -151.215315460499994    21101.231773930099735     1     1055.7789468731     6808.2506140882     7344.5093463368
     -153.431463350799987    21103.368694856999355     1     1038.9492115941     6833.9515734446     7548.8798034474
     -153.308685447599998    21102.863065198700497     1     1048.8782776724     6804.5281412970     7535.7725883765
     -153.125854965900004    21102.615263789401070     1     1045.0147075285     6771.8296582883     7493.7167282449
     -152.798370839299992    21102.252921561401308     1     1004.3252720711     5486.5443819285     6185.7238127590
     -152.693702419499999    21102.505803690699395     1     1055.6423695803     5714.2853380389     6457.7565030410
     -152.676137435199990    21103.470635705998575     1     1055.2937751617     6176.4923471710     6749.5694817884
     -152.652092372999988    21102.520820146000915     1     1052.6513273895     5699.2820212292     6446.6669046482
     -152.433998334100011    21099.836132939199160     1     1012.0058959444     5791.3687855297     6513.6730227875
     -152.423364854699997    21106.402459242101031     1     1388.1128769889     5654.7119312339     6124.3178173213
     -152.384139900399987    21101.743405085799168     1     1047.0825266950     5671.5118087215     6409.4672748229
     -152.326446910399994    21101.368485658800637     1     1026.7308262713     6287.8167870538     6826.8739361108
     -152.112422286999987    21105.882531383300375     1     1235.2379611678     5489.6705899002     5654.3807336229
     -152.050575070200011    21101.806692826801736     1     1073.8959733802     6585.3976015958     7175.1390129045
     -152.027010727700002    21102.974290650799958     1      989.5183502942     7606.8298668284     8278.6532362340
     -152.010739142900007    21100.490003510698443     1     1053.3045905863     6747.3678386034     7317.8966189325
     -151.921578377299994    21102.424020950598788     1     1005.9846818186     7572.9817921241     8263.0477484114
     -151.895057118300002    21103.311648985200009     1     1164.1297454199     6147.1154800952     6608.2861479765
     -151.880076915600000    21101.527328383101121     1     1046.7399275728     7547.3710851963     8108.0354074591
     -151.804148973200000    21100.717896427700907     1     1053.5256568339     7405.0107521281     8038.9159932519
     -151.791906532799999    21106.815840742900036     1      923.4435547089     5362.1915985504     5831.1633759098
     -151.689869160799987    21100.258314614398842     1     1041.5597754245     7799.9639577971     8528.8421774697
     -151.677874480599996    21108.827411748599843     1     1222.0015432525     6218.8498960181     6527.3237344898
     -153.425576102900010    21103.360185657398688     1     1044.3197463393     6822.2265933879     7535.5982754761
     -153.308341812900011    21111.057005928898434     1      954.7259089452     5657.4664187712     6241.8138533469
     -153.075872766499998    21101.273243905699928     1     1018.4153189623     6929.2246311526     7639.5567463842
     -152.975111254000012    21100.709867552799551     1     1025.1358823305     6915.4479904492     7644.7088881268
     -152.736015932500010    21103.580592166599672     1     1057.6899953906     6205.1152874989     6773.8822822885
     -152.681462674899990    21103.465486545399472     1     1057.6544778323     6201.2233655654     6774.2095708265
     -152.482347322300001    21106.467338555499737     1     1377.6900827295     5661.9736887344     6148.0410743766
     -152.353423780000014    21102.536241088899260     1     1077.1352663913     6624.8104592098     7205.0990513301
     -152.332320879900010    21101.344372339201072     1     1029.9572611810     6311.0379464295     6850.5865078171
     -152.317394169099998    21100.680256524199649     1     1035.5693199448     5831.7734196837     6569.7895116074
     -152.119153291600014    21101.737721295499796     1     1032.6276054156     7541.8431968627     8051.8509698532
     -152.060978426699990    21101.790941099799966     1     1073.6294852876     6596.9202338607     7175.7205400644
     -152.003815234499996    21100.478303738600516     1     1057.4880363014     6731.1031474896     7299.1923769311
     -151.587511038499997    21102.664343123698927     1     1120.3427216858     5666.7702046745     6207.1310328840
     -151.555430731099989    21101.183710071898531     1     1141.7582517194     6294.7261884218     6702.8638767221
     -151.537562963699997    21101.255612830700557     1     1142.0507821226     6245.5096838479     6677.4747031701
     -151.386497882399993    21099.693812456498563     1     1296.2183747137     6154.9056879289     6378.1370789927
     -151.271829055799998    21100.531478386001254     1     1019.6115956672     6402.6430312844     6945.1017933434
     -151.249007449900006    21100.166996982501587     1     1117.5504128110     5800.3295220707     6298.2589821830
     -150.884356418099998    21100.360911009698611     1     1081.6729712134     7158.4356946217     7761.9587469819
     -150.822238902999999    21105.678657796401239     1     1633.9327115755     6284.0599276298     7145.5873553784
     -153.481388379000009    21111.980067381799017     1      944.1712282169     5629.4274476421     6182.4395046529
     -153.441936297700011    21103.356601590701757     1     1039.2680330785     6838.4857976794     7558.4106741197
     -153.311639860899987    21102.836781043799419     1     1054.1846802327     6797.6074585412     7532.0855539603
     -153.115370883400004    21102.622740010898269     1     1044.3607066432     6768.3436135409     7484.4646173130
     -153.091969352500001    21101.206305396401149     1     1019.3420870637     6934.3526799671     7648.5792232340
     -152.744331107100010    21103.564911361499981     1     1055.7552783026     6192.3204116773     6750.4238642234
     -152.692373215200007    21103.434116912900208     1     1058.4660086741     6213.9845206274     6775.3968413957
     -152.464248828699994    21111.923310879101336     1      912.6506783104     6179.0566921117     6675.1224913819
     -152.434754285200000    21102.825547535201622     1     1052.1257108579     6142.5196809380     6702.8976959466
     -152.406964853200009    21099.433010452001326     1     1005.3322279292     5767.8469754858     6488.0293867425
     -152.349824089700007    21101.269895025401638     1     1031.1311608632     6324.0261021286     6849.5987618805
     -152.050129672800011    21101.797793238598388     1     1080.5957202868     6553.8336323300     7139.6224063788
     -152.019269181800013    21100.415725797698542     1     1057.7879406519     6744.0012577182     7300.7686022499
     -151.905060029600008    21103.289115076800954     1     1164.2159525636     6167.0451789007     6603.2509915103
     -151.743513442899996    21101.771925208598987     1     1304.6508377686     6126.2674339018     6313.2101373871
     -151.690150729000010    21101.388695945101063     1     1105.8094982475     6143.4610215325     6947.9410811767
     -151.655356761200011    21100.871681149699725     1     1128.3433850616     6113.4974713084     6937.7169402041
     -151.581418276899996    21102.210640885401517     1     1133.5596399427     5688.7931120047     6211.5476886729
     -153.318919055700007    21102.851417927398870     1     1049.2603418442     6809.2043917649     7544.8312504341
     -152.998486764700004    21102.126037538098899     1     1049.4441287134     6749.7703915979     7484.4223494815
     -152.982118573200012    21110.592569273998379     1      888.8227729514     5189.7695607058     5734.2053871264
     -152.747195937300006    21103.549164607000421     1     1058.5123601716     6217.6576100800     6775.3460829290
     -152.125255350299994    21101.746617226999660     1     1028.6224171799     7549.4089517791     8064.9226690757
     -152.056796614099994    21101.809594480899250     1     1075.8623902645     6570.1612614347     7159.0266062672
